playerName,salary,season,,,,,
Pablo Prigioni,981348,2015-16,,,,,
Rakeem Christmas,1000000,2015-16,,,,,
Dwyane Wade,20000000,2015-16,,,,,
Jamaal Franklin,163296,2015-16,,,,,
Kyle O'Quinn,3750000,2015-16,,,,,
Eric Bledsoe,13086957,2015-16,,,,,
Robin Lopez,13000000,2015-16,,,,,
Stanley Johnson,2841960,2015-16,,,,,
Kris Humphries,388025,2015-16,,,,,
Zach LaVine,2148360,2015-16,,,,,
P.J. Hairston,1201440,2015-16,,,,,
Monta Ellis,10300000,2015-16,,,,,
Elton Brand,890693,2015-16,,,,,
Kyle Korver,5746479,2015-16,,,,,
Donald Sloan,1015421,2015-16,,,,,
Branden Dawson,525093,2015-16,,,,,
Patrick Patterson,6268675,2015-16,,,,,
Ryan Hollins,176375,2015-16,,,,,
Mike Miller,2854940,2015-16,,,,,
Jordan Hamilton,119462,2015-16,,,,,
Amir Johnson,12000000,2015-16,,,,,
Dewayne Dedmon,947278,2015-16,,,,,
Andre Iguodala,11710456,2015-16,,,,,
Larry Sanders,1865547,2015-16,,,,,
Jason Terry,1499187,2015-16,,,,,
Reggie Jackson,14000000,2015-16,,,,,
Sonny Weems,2800000,2015-16,,,,,
Solomon Hill,1358880,2015-16,,,,,
Damjan Rudez,1149500,2015-16,,,,,
Lucas Nogueira,1842000,2015-16,,,,,
Rondae Hollis-Jefferson,1335480,2015-16,,,,,
Anthony Davis,7070730,2015-16,,,,,
Mike Miller,1499187,2015-16,,,,,
Joel Embiid,4626960,2015-16,,,,,
Jahlil Okafor,4582680,2015-16,,,,,
Quincy Acy,981348,2015-16,,,,,
Alan Anderson,4000000,2015-16,,,,,
Mitch McGary,1463040,2015-16,,,,,
Deron Williams,5500000,2015-16,,,,,
George Hill,8000000,2015-16,,,,,
Shelvin Mack,2433333,2015-16,,,,,
Zach Randolph,9638555,2015-16,,,,,
Jameer Nelson,4500000,2015-16,,,,,
Timofey Mozgov,4950000,2015-16,,,,,
Danny Green,10000000,2015-16,,,,,
Andrew Goudelock,200600,2015-16,,,,,
Brandon Knight,12000000,2015-16,,,,,
Anthony Bennett,3650000,2015-16,,,,,
Tiago Splitter,8500000,2015-16,,,,,
LeBron James,22971000,2015-16,,,,,
Trevor Ariza,8193030,2015-16,,,,,
David West,1499000,2015-16,,,,,
Deron Williams,5500000,2015-16,,,,,
Tony Parker,13437500,2015-16,,,,,
Kenneth Faried,11235955,2015-16,,,,,
Robert Sacre,981348,2015-16,,,,,
Allen Crabbe,947276,2015-16,,,,,
Mo Williams,2100000,2015-16,,,,,
Beno Udrih,2170465,2015-16,,,,,
Marcus Smart,3431040,2015-16,,,,,
Montrezl Harrell,1000000,2015-16,,,,,
Rudy Gay,12403101,2015-16,,,,,
Bruno Caboclo,1524000,2015-16,,,,,
Larry Nance Jr.,1155600,2015-16,,,,,
Kevon Looney,1131960,2015-16,,,,,
Keith Appling,161776,2015-16,,,,,
Corey Brewer,8200000,2015-16,,,,,
Anthony Bennett,947276,2015-16,,,,,
Julius Randle,3132240,2015-16,,,,,
Sasha Kaun,1300000,2015-16,,,,,
Tony Wroten,2179354,2015-16,,,,,
Cameron Bairstow,845059,2015-16,,,,,
Mario Hezonja,3741480,2015-16,,,,,
Kostas Papanikolaou,350000,2015-16,,,,,
Luc Mbah a Moute,1270964,2015-16,,,,,
Damian Lillard,4236287,2015-16,,,,,
K.J. McDaniels,3333333,2015-16,,,,,
Richaun Holmes,1050000,2015-16,,,,,
Wayne Ellington,1500000,2015-16,,,,,
Chris Kaman,5000000,2015-16,,,,,
Cory Jefferson,421449,2015-16,,,,,
Mike Dunleavy,4500000,2015-16,,,,,
Tim Hardaway Jr.,1304520,2015-16,,,,,
Tim Frazier,845059,2015-16,,,,,
Maurice Ndour,525094,2015-16,,,,,
Donatas Motiejunas,2288205,2015-16,,,,,
Tony Wroten,167406,2015-16,,,,,
Jarrett Jack,6300000,2015-16,,,,,
James Anderson,1015421,2015-16,,,,,
Pau Gasol,7448760,2015-16,,,,,
Channing Frye,7807579,2015-16,,,,,
Ed Davis,7000000,2015-16,,,,,
Elijah Millsap,362878,2015-16,,,,,
Emmanuel Mudiay,3102240,2015-16,,,,,
Kobe Bryant,25000000,2015-16,,,,,
Isaiah Thomas,6912869,2015-16,,,,,
Karl-Anthony Towns,5703600,2015-16,,,,,
Brandon Bass,3000000,2015-16,,,,,
James Jones,1499000,2015-16,,,,,
Wayne Ellington,923670,2015-16,,,,,
Markieff Morris,8000000,2015-16,,,,,
Frank Kaminsky,2612500,2015-16,,,,,
Wilson Chandler,10500000,2015-16,,,,,
Andrew Bogut,12000000,2015-16,,,,,
Steve Novak,3750000,2015-16,,,,,
Caron Butler,1499187,2015-16,,,,,
Chris Bosh,22192730,2015-16,,,,,
Edy Tavares,1000000,2015-16,,,,,
Tim Frazier,144157,2015-16,,,,,
Justin Anderson,1449000,2015-16,,,,,
Kevin Seraphin,2800000,2015-16,,,,,
Joe Johnson,24894863,2015-16,,,,,
Bojan Bogdanovic,3425510,2015-16,,,,,
Jonas Jerebko,5000000,2015-16,,,,,
DeMarre Carroll,13500000,2015-16,,,,,
Hollis Thompson,947276,2015-16,,,,,
Dorell Wright,17637,2015-16,,,,,
Jerami Grant,845059,2015-16,,,,,
Isaiah Canaan,947276,2015-16,,,,,
Dahntay Jones,8819,2015-16,,,,,
Jeff Green,9200000,2015-16,,,,,
Steve Novak,416886,2015-16,,,,,
Ian Mahinmi,4000000,2015-16,,,,,
Al Horford,12000000,2015-16,,,,,
J.J. Redick,6867000,2015-16,,,,,
Matt Bonner,1499187,2015-16,,,,,
Noah Vonleh,2637720,2015-16,,,,,
Justin Harper,99418,2015-16,,,,,
Eric Moreland,845059,2015-16,,,,,
Joe Johnson,414481,2015-16,,,,,
Ersan Ilyasova,7900000,2015-16,,,,,
Darren Collison,5013559,2015-16,,,,,
Kawhi Leonard,16500000,2015-16,,,,,
Nikola Vucevic,11250000,2015-16,,,,,
Nikola Pekovic,12100000,2015-16,,,,,
Shabazz Napier,1294440,2015-16,,,,,
Jarnell Stokes,845059,2015-16,,,,,
Brian Roberts,2854940,2015-16,,,,,
Thabo Sefolosha,4000000,2015-16,,,,,
Goran Dragic,14780000,2015-16,,,,,
Iman Shumpert,9000000,2015-16,,,,,
Devin Booker,2127840,2015-16,,,,,
Cartier Martin,1270964,2015-16,,,,,
Rasual Butler,1499187,2015-16,,,,,
Carmelo Anthony,22875000,2015-16,,,,,
Russ Smith,816482,2015-16,,,,,
Doug McDermott,2380440,2015-16,,,,,
Mike Conley,9588426,2015-16,,,,,
Jodie Meeks,6270000,2015-16,,,,,
LaMarcus Aldridge,19500000,2015-16,,,,,
Kendrick Perkins,1499200,2015-16,,,,,
Jose Calderon,7402812,2015-16,,,,,
Marco Belinelli,6333333,2015-16,,,,,
J.J. Barea,4000000,2015-16,,,,,
Luis Scola,3000000,2015-16,,,,,
Nate Robinson,44000,2015-16,,,,,
J.J. O'Brien,105888,2015-16,,,,,
Marcus Thornton,1186000,2015-16,,,,,
Ray McCallum,947276,2015-16,,,,,
Lou Amundson,1650000,2015-16,,,,,
Marreese Speights,3815000,2015-16,,,,,
Draymond Green,14300000,2015-16,,,,,
C.J. Miles,4394225,2015-16,,,,,
John Wall,15851950,2015-16,,,,,
Jerian Grant,1572360,2015-16,,,,,
Marvin Williams,7000000,2015-16,,,,,
John Henson,2943221,2015-16,,,,,
Quincy Pondexter,3382023,2015-16,,,,,
Kevin Love,19500000,2015-16,,,,,
Tyler Johnson,845059,2015-16,,,,,
Cleanthony Early,845059,2015-16,,,,,
J.R. Smith,5000000,2015-16,,,,,
Marcus Thornton,251107,2015-16,,,,,
Ray McCallum,111444,2015-16,,,,,
Shabazz Muhammad,2056920,2015-16,,,,,
Grant Jerrett,947276,2015-16,,,,,
Kosta Koufos,7500000,2015-16,,,,,
Lance Stephenson,9000000,2015-16,,,,,
Henry Sims,161622,2015-16,,,,,
Garrett Temple,1100602,2015-16,,,,,
Nikola Mirotic,5543725,2015-16,,,,,
Chuck Hayes,83583,2015-16,,,,,
JaVale McGee,12000000,2015-16,,,,,
Terrence Jones,2489530,2015-16,,,,,
Danny Granger,2170465,2015-16,,,,,
Duje Dukan,525093,2015-16,,,,,
John Jenkins,981000,2015-16,,,,,
Gerald Wallace,10105855,2015-16,,,,,
Hassan Whiteside,981348,2015-16,,,,,
Johnny O'Bryant,845059,2015-16,,,,,
Austin Rivers,3100000,2015-16,,,,,
Jordan McRae,172972,2015-16,,,,,
Harrison Barnes,3873398,2015-16,,,,,
Evan Turner,3425510,2015-16,,,,,
Jabari Parker,5152440,2015-16,,,,,
Jordan Adams,1404600,2015-16,,,,,
Rodney Stuckey,6500000,2015-16,,,,,
Glenn Robinson III,845000,2015-16,,,,,
Kelly Oubre Jr.,1920240,2015-16,,,,,
Ian Clark,947276,2015-16,,,,,
JaVale McGee,1270964,2015-16,,,,,
Cliff Alexander,525093,2015-16,,,,,
Jae Crowder,6000000,2015-16,,,,,
Derrick Williams,4900000,2015-16,,,,,
C.J. Watson,5000000,2015-16,,,,,
Jerryd Bayless,3000000,2015-16,,,,,
Joe Ingles,2250000,2015-16,,,,,
Gorgui Dieng,1474440,2015-16,,,,,
Dante Cunningham,3000000,2015-16,,,,,
Jordan McRae,61776,2015-16,,,,,
Mike Scott,3333333,2015-16,,,,,
Jeremy Lin,2100000,2015-16,,,,,
Alexis Ajinca,4300000,2015-16,,,,,
Blake Griffin,18907725,2015-16,,,,,
Cristiano Felicio,525090,2015-16,,,,,
Courtney Lee,5675000,2015-16,,,,,
Danilo Gallinari,14000000,2015-16,,,,,
Clint Capela,1242720,2015-16,,,,,
Salah Mejri,525093,2015-16,,,,,
Bryce Dejean-Jones,281659,2015-16,,,,,
Phil Pressey,172739,2015-16,,,,,
Seth Curry,947276,2015-16,,,,,
Jordan Mickey,1200000,2015-16,,,,,
Michael Kidd-Gilchrist,6331404,2015-16,,,,,
Thaddeus Young,11200000,2015-16,,,,,
Meyers Leonard,3075880,2015-16,,,,,
Marcelo Huertas,525093,2015-16,,,,,
Spencer Hawes,5543725,2015-16,,,,,
Erick Green,100000,2015-16,,,,,
Samuel Dalembert,1499187,2015-16,,,,,
Miroslav Raduljica,300000,2015-16,,,,,
Luol Deng,10151612,2015-16,,,,,
Brook Lopez,20000000,2015-16,,,,,
T.J. Warren,2041080,2015-16,,,,,
James Harden,15756438,2015-16,,,,,
Zoran Dragic,2050397,2015-16,,,,,
Sam Dekker,1646400,2015-16,,,,,
Bryce Cotton,228663,2015-16,,,,,
Shaun Livingston,5543725,2015-16,,,,,
Tyus Jones,1282080,2015-16,,,,,
Boris Diaw,7000000,2015-16,,,,,
Gary Neal,2100000,2015-16,,,,,
Udonis Haslem,2854940,2015-16,,,,,
Phil Pressey,111444,2015-16,,,,,
Arron Afflalo,8000000,2015-16,,,,,
Jordan Farmar,191456,2015-16,,,,,
Roy Hibbert,15500000,2015-16,,,,,
Jeff Teague,8000000,2015-16,,,,,
Derrick Rose,20093063,2015-16,,,,,
Bobby Portis,1391160,2015-16,,,,,
Erick Green,99418,2015-16,,,,,
Enes Kanter,16400000,2015-16,,,,,
Tayshaun Prince,1499187,2015-16,,,,,
Bryce Cotton,64622,2015-16,,,,,
E'Twaun Moore,1015421,2015-16,,,,,
Ben McLemore,3156600,2015-16,,,,,
Anthony Tolliver,3000000,2015-16,,,,,
Manu Ginobili,2814000,2015-16,,,,,
Joakim Noah,13400000,2015-16,,,,,
Jrue Holiday,10595507,2015-16,,,,,
Carlos Delfino,650000,2015-16,,,,,
Josh Huestis,1140240,2015-16,,,,,
Alex Stepheson,61776,2015-16,,,,,
Avery Bradley,7730337,2015-16,,,,,
Kyle Singler,5000000,2015-16,,,,,
Jimmer Fredette,507711,2015-16,,,,,
Devyn Marble,845059,2015-16,,,,,
Adonis Thomas,60000,2015-16,,,,,
Willie Reed,947276,2015-16,,,,,
Trevor Booker,4775000,2015-16,,,,,
Reggie Bullock,1252440,2015-16,,,,,
Patrick Beverley,6500000,2015-16,,,,,
Eric Gordon,15514031,2015-16,,,,,
DeJuan Blair,2000000,2015-16,,,,,
Ty Lawson,12404495,2015-16,,,,,
Damien Inglis,855000,2015-16,,,,,
Spencer Dinwiddie,845059,2015-16,,,,,
Paul Millsap,19000000,2015-16,,,,,
Rudy Gobert,1175880,2015-16,,,,,
Kelly Olynyk,2165160,2015-16,,,,,
Carl Landry,6500000,2015-16,,,,,
Jason Thompson,6431250,2015-16,,,,,
Alex Stepheson,30888,2015-16,,,,,
Quincy Miller,50000,2015-16,,,,,
Langston Galloway,845059,2015-16,,,,,
Chase Budinger,5000000,2015-16,,,,,
Jared Sullinger,2269260,2015-16,,,,,
Drew Gooden,3300000,2015-16,,,,,
Dion Waiters,5138430,2015-16,,,,,
Jimmer Fredette,59731,2015-16,,,,,
Chris Johnson,981348,2015-16,,,,,
Ty Lawson,265058,2015-16,,,,,
Kristaps Porzingis,4131720,2015-16,,,,,
Jared Cunningham,981348,2015-16,,,,,
Russell Westbrook,16744218,2015-16,,,,,
Rashad Vaughn,1733040,2015-16,,,,,
Kevin Martin,7085000,2015-16,,,,,
Sasha Vujacic,1356146,2015-16,,,,,
Jeff Ayres,317232,2015-16,,,,,
Jason Thompson,328955,2015-16,,,,,
Michael Beasley,306527,2015-16,,,,,
Chase Budinger,258082,2015-16,,,,,
Gal Mekel,315760,2015-16,,,,,
Greg Smith,247623,2015-16,,,,,
D'Angelo Russell,5103120,2015-16,,,,,
Jimmy Butler,15260000,2015-16,,,,,
Jordan Sibert,100000,2015-16,,,,,
Jimmer Fredette,54812,2015-16,,,,,
Anderson Varejao,9638554,2015-16,,,,,
Chandler Parsons,15361500,2015-16,,,,,
Khris Middleton,15000000,2015-16,,,,,
Sean Kilpatrick,320594,2015-16,,,,,
Thomas Robinson,981300,2015-16,,,,,
Tibor Pleiss,3000000,2015-16,,,,,
Brandan Wright,5500000,2015-16,,,,,
Lavoy Allen,3700000,2015-16,,,,,
Aron Baynes,6500000,2015-16,,,,,
Kemba Walker,12000000,2015-16,,,,,
Jared Cunningham,57726,2015-16,,,,,
Kevin Garnett,8500000,2015-16,,,,,
Chris Copeland,1100000,2015-16,,,,,
Kevin Martin,317475,2015-16,,,,,
Rodney Hood,1348440,2015-16,,,,,
Serge Ibaka,12350000,2015-16,,,,,
Dwight Howard,22359364,2015-16,,,,,
Tony Snell,1535880,2015-16,,,,,
Victor Oladipo,5192520,2015-16,,,,,
Dante Exum,3777720,2015-16,,,,,
Bismack Biyombo,3000000,2015-16,,,,,
Shane Larkin,1500000,2015-16,,,,,
Jorge Gutierrez,301444,2015-16,,,,,
Joe Young,1000000,2015-16,,,,,
Brandon Jennings,8344497,2015-16,,,,,
Anderson Varejao,458575,2015-16,,,,,
Jarell Martin,1230840,2015-16,,,,,
D.J. Augustin,3000000,2015-16,,,,,
Sean Kilpatrick,99418,2015-16,,,,,
Justin Holiday,947300,2015-16,,,,,
Cory Joseph,7000000,2015-16,,,,,
Jonathon Simmons,525093,2015-16,,,,,
Tim Duncan,5000000,2015-16,,,,,
Paul Pierce,3400000,2015-16,,,,,
Alonzo Gee,1375000,2015-16,,,,,
Richard Jefferson,1499000,2015-16,,,,,
Justise Winslow,2481720,2015-16,,,,,
Charlie Villanueva,1499187,2015-16,,,,,
Marc Gasol,19700000,2015-16,,,,,
Maurice Harkless,2894059,2015-16,,,,,
Ryan Kelly,1724250,2015-16,,,,,
Amar'e Stoudemire,1499187,2015-16,,,,,
Terry Rozier,1824360,2015-16,,,,,
Jonas Valanciunas,4660482,2015-16,,,,,
Cody Zeller,4204200,2015-16,,,,,
Perry Jones,2038206,2015-16,,,,,
Andre Miller,1499187,2015-16,,,,,
Coty Clarke,61776,2015-16,,,,,
Paul George,17120106,2015-16,,,,,
Kentavious Caldwell-Pope,2891760,2015-16,,,,,
Alex Len,3807120,2015-16,,,,,
Andrea Bargnani,1039298,2015-16,,,,,
Jeremy Evans,1100602,2015-16,,,,,
Stephen Curry,11370786,2015-16,,,,,
Aaron Brooks,2000000,2015-16,,,,,
Ramon Sessions,2170465,2015-16,,,,,
Taj Gibson,8500000,2015-16,,,,,
Boban Marjanovic,1200000,2015-16,,,,,
Darrell Arthur,2814000,2015-16,,,,,
Mike Muscala,947276,2015-16,,,,,
Dwight Powell,845059,2015-16,,,,,
Pat Connaughton,525093,2015-16,,,,,
Archie Goodwin,1160160,2015-16,,,,,
Andre Miller,396844,2015-16,,,,,
Nemanja Bjelica,4000000,2015-16,,,,,
James Johnson,2500000,2015-16,,,,,
Devin Harris,4053000,2015-16,,,,,
Rajon Rondo,9500000,2015-16,,,,,
Patty Mills,3578947,2015-16,,,,,
Kyle Lowry,12000000,2015-16,,,,,
Elliot Williams,80000,2015-16,,,,,
Tyler Hansbrough,1185784,2015-16,,,,,
Chris McCullough,1140240,2015-16,,,,,
Raul Neto,1000000,2015-16,,,,,
Nick Collison,3750000,2015-16,,,,,
Josh McRoberts,5543725,2015-16,,,,,
DeMar DeRozan,9500000,2015-16,,,,,
Jordan Clarkson,845059,2015-16,,,,,
Tristan Thompson,14260870,2015-16,,,,,
Martell Webster,5613500,2015-16,,,,,
Elliot Williams,55722,2015-16,,,,,
Christian Wood,305789,2015-16,,,,,
Will Barton,3333333,2015-16,,,,,
Kyle Anderson,1142879,2015-16,,,,,
Nik Stauskas,2869440,2015-16,,,,,
Randy Foye,3270000,2015-16,,,,,
Mason Plumlee,1415520,2015-16,,,,,
J.J. Hickson,5613500,2015-16,,,,,
Trey Lyles,2239800,2015-16,,,,,
Toney Douglas,1164858,2015-16,,,,,
Greg Monroe,16400000,2015-16,,,,,
Furkan Aldemir,3000000,2015-16,,,,,
Ryan Anderson,8500000,2015-16,,,,,
Lou Williams,7000000,2015-16,,,,,
Myles Turner,2357760,2015-16,,,,,
Josh Smith,5400000,2015-16,,,,,
Treveon Graham,75000,2015-16,,,,,
Nene,13000000,2015-16,,,,,
CJ McCollum,2525160,2015-16,,,,,
Steven Adams,2279040,2015-16,,,,,
Cameron Payne,2021520,2015-16,,,,,
Vince Carter,4088091,2015-16,,,,,
Vitor Faverani,2090000,2014-15,,,,,
Andre Drummond,2568360,2014-15,,,,,
Kent Bazemore,2000000,2014-15,,,,,
Kyrie Irving,7070730,2014-15,,,,,
Brandon Rush,1145685,2014-15,,,,,
Anthony Morrow,3200000,2014-15,,,,,
Aaron Gray,1227985,2014-15,,,,,
P.J. Tucker,5700000,2014-15,,,,,
Evan Fournier,1483920,2014-15,,,,,
Dirk Nowitzki,7974482,2014-15,,,,,
DeMarcus Cousins,13701250,2014-15,,,,,
Gary Harris,1519200,2014-15,,,,,
Jarvis Varnado,75000,2014-15,,,,,
Wesley Johnson,981084,2014-15,,,,,
Ricky Rubio,5070686,2014-15,,,,,
Shayne Whittington,507336,2014-15,,,,,
Norris Cole,2038206,2014-15,,,,,
Matt Barnes,3396250,2014-15,,,,,
Chris Babb,48028,2014-15,,,,,
Leandro Barbosa,1448490,2014-15,,,,,
Dennis Schroder,1690680,2014-15,,,,,
Kevin Durant,18995624,2014-15,,,,,
Jeff Withey,816482,2014-15,,,,,
Ish Smith,981084,2014-15,,,,,
Aaron Gordon,3992040,2014-15,,,,,
Jarell Eddie,29843,2014-15,,,,,
Tyson Chandler,14598888,2014-15,,,,,
Tyler Zeller,1703760,2014-15,,,,,
Klay Thompson,3075880,2014-15,,,,,
Raymond Felton,3793693,2014-15,,,,,
David Lee,15012000,2014-15,,,,,
Tony Allen,4831461,2014-15,,,,,
Peyton Siva,100000,2014-15,,,,,
Andrew Nicholson,1545840,2014-15,,,,,
Ish Smith,981084,2014-15,,,,,
Lance Thomas,403784,2014-15,,,,,
Festus Ezeli,1112880,2014-15,,,,,
Joffrey Lauvergne,1790280,2014-15,,,,,
Otto Porter,4470480,2014-15,,,,,
Al-Farouq Aminu,981084,2014-15,,,,,
Andrew Wiggins,5510640,2014-15,,,,,
John Salmons,2000000,2014-15,,,,,
Jamal Crawford,5450000,2014-15,,,,,
JaMychal Green,59686,2014-15,,,,,
Chris Paul,20068563,2014-15,,,,,
Cole Aldrich,981084,2014-15,,,,,
Al Harrington,3805000,2014-15,,,,,
Zaza Pachulia,5200000,2014-15,,,,,
Sergey Karasev,1533840,2014-15,,,,,
Kevin Murphy,65000,2014-15,,,,,
Gordon Hayward,14746000,2014-15,,,,,
Michael Carter-Williams,2300040,2014-15,,,,,
Jabari Brown,44765,2014-15,,,,,
Victor Claver,1370000,2014-15,,,,,
Tarik Black,507336,2014-15,,,,,
Mario Chalmers,4000000,2014-15,,,,,
Jordan Hill,9000000,2014-15,,,,,
Nerlens Noel,3315120,2014-15,,,,,
Jeremy Lamb,2202000,2014-15,,,,,
John Salmons,1000000,2014-15,,,,,
Miles Plumlee,1169880,2014-15,,,,,
Matthew Dellavedova,816482,2014-15,,,,,
Will Bynum,2915908,2014-15,,,,,
Wesley Matthews,7245640,2014-15,,,,,
Steve Blake,2077000,2014-15,,,,,
Reggie Williams,125104,2014-15,,,,,
Andre Roberson,1160880,2014-15,,,,,
Jon Leuer,967500,2014-15,,,,,
Omer Asik,8374646,2014-15,,,,,
Jared Dudley,4250000,2014-15,,,,,
Tyler Ennis,1590720,2014-15,,,,,
Kendall Marshall,915243,2014-15,,,,,
Robert Covington,1000000,2014-15,,,,,
Jerome Jordan,915243,2014-15,,,,,
Joe Harris,884879,2014-15,,,,,
Nick Young,4994420,2014-15,,,,,
Joey Dorsey,948163,2014-15,,,,,
Marcin Gortat,10434782,2014-15,,,,,
Derrick Favors,12833333,2014-15,,,,,
Marcus Morris,2943221,2014-15,,,,,
Will Bynum,144468,2014-15,,,,,
Diante Garrett,915243,2014-15,,,,,
Luke Babbitt,981084,2014-15,,,,,
Jamaal Franklin,163296,2014-15,,,,,
Nick Calathes,816482,2014-15,,,,,
Tony Mitchell,816482,2014-15,,,,,
Kris Humphries,4300000,2014-15,,,,,
Elfrid Payton,2397840,2014-15,,,,,
Troy Daniels,816482,2014-15,,,,,
Jusuf Nurkic,1762680,2014-15,,,,,
Robert Covington,150000,2014-15,,,,,
Nicolas Batum,11765500,2014-15,,,,,
Greivis Vasquez,6400000,2014-15,,,,,
Josh Childress,7317500,2014-15,,,,,
Nazr Mohammed,1448490,2014-15,,,,,
Alec Burks,3034356,2014-15,,,,,
Hedo Turkoglu,1448490,2014-15,,,,,
Ryan Hollins,1316809,2014-15,,,,,
Omri Casspi,1063384,2014-15,,,,,
Mike Miller,6600000,2014-15,,,,,
Bradley Beal,4505280,2014-15,,,,,
Joel Anthony,3800000,2014-15,,,,,
Al Jefferson,13666667,2014-15,,,,,
Kirk Hinrich,2730000,2014-15,,,,,
Pablo Prigioni,1662961,2014-15,,,,,
Chris Douglas-Roberts,915243,2014-15,,,,,
Dwyane Wade,15000000,2014-15,,,,,
Jamaal Franklin,19914,2014-15,,,,,
Steve Nash,9701000,2014-15,,,,,
Kyle O'Quinn,915243,2014-15,,,,,
Eric Bledsoe,12173913,2014-15,,,,,
Robin Lopez,6124728,2014-15,,,,,
Zach LaVine,2055840,2014-15,,,,,
P.J. Hairston,1149720,2014-15,,,,,
Monta Ellis,8360000,2014-15,,,,,
Elton Brand,2000000,2014-15,,,,,
Kyle Korver,6253521,2014-15,,,,,
Donald Sloan,948163,2014-15,,,,,
Patrick Patterson,5831326,2014-15,,,,,
Mike Miller,2732000,2014-15,,,,,
Jordan Hamilton,150591,2014-15,,,,,
Amir Johnson,7000000,2014-15,,,,,
Dewayne Dedmon,816482,2014-15,,,,,
Andre Iguodala,12289544,2014-15,,,,,
Larry Sanders,11000000,2014-15,,,,,
Shawne Williams,1227985,2014-15,,,,,
Jason Terry,5850313,2014-15,,,,,
Reggie Jackson,2204370,2014-15,,,,,
Malcolm Thomas,474000,2014-15,,,,,
Lester Hudson,55774,2014-15,,,,,
Solomon Hill,1302840,2014-15,,,,,
Damjan Rudez,1100000,2014-15,,,,,
Lucas Nogueira,1762680,2014-15,,,,,
Anthony Davis,5607240,2014-15,,,,,
Joel Embiid,4427640,2014-15,,,,,
Quincy Acy,915243,2014-15,,,,,
Alan Anderson,1276061,2014-15,,,,,
Khem Birch,50000,2014-15,,,,,
Mitch McGary,1400040,2014-15,,,,,
Deron Williams,19754465,2014-15,,,,,
George Hill,8000000,2014-15,,,,,
Shelvin Mack,2433333,2014-15,,,,,
Luke Ridnour,2750000,2014-15,,,,,
Zach Randolph,16500000,2014-15,,,,,
Jameer Nelson,2732000,2014-15,,,,,
Timofey Mozgov,4650000,2014-15,,,,,
Danny Green,4025000,2014-15,,,,,
David Wear,29843,2014-15,,,,,
Bernard James,915243,2014-15,,,,,
Brandon Knight,3553917,2014-15,,,,,
Pero Antic,1250000,2014-15,,,,,
Justin Hamilton,816482,2014-15,,,,,
Anthony Bennett,5563920,2014-15,,,,,
Tiago Splitter,9250000,2014-15,,,,,
LeBron James,20644400,2014-15,,,,,
Trevor Ariza,8579089,2014-15,,,,,
David West,12000000,2014-15,,,,,
Tony Parker,12500000,2014-15,,,,,
Kenneth Faried,2249768,2014-15,,,,,
Robert Sacre,915243,2014-15,,,,,
Allen Crabbe,862000,2014-15,,,,,
Mo Williams,3750000,2014-15,,,,,
Beno Udrih,2077000,2014-15,,,,,
Marcus Smart,3283320,2014-15,,,,,
Travis Wear,507336,2014-15,,,,,
Bernard James,236866,2014-15,,,,,
Rudy Gay,19317325,2014-15,,,,,
Wayne Ellington,1063384,2014-15,,,,,
Bruno Caboclo,1458360,2014-15,,,,,
Corey Brewer,4702500,2014-15,,,,,
Tim Frazier,59686,2014-15,,,,,
Julius Randle,2997360,2014-15,,,,,
Tony Wroten,1210080,2014-15,,,,,
Larry Drew II,59686,2014-15,,,,,
Glen Rice Jr.,400000,2014-15,,,,,
Cameron Bairstow,507336,2014-15,,,,,
Kostas Papanikolaou,4800000,2014-15,,,,,
Luc Mbah a Moute,4382576,2014-15,,,,,
Damian Lillard,3340920,2014-15,,,,,
K.J. McDaniels,507336,2014-15,,,,,
Wayne Ellington,923780,2014-15,,,,,
Ricky Ledo,816482,2014-15,,,,,
Chris Kaman,4800000,2014-15,,,,,
Cory Jefferson,507336,2014-15,,,,,
Mike Dunleavy,3326235,2014-15,,,,,
Tim Hardaway Jr.,1250640,2014-15,,,,,
Tim Frazier,50734,2014-15,,,,,
Donatas Motiejunas,1483920,2014-15,,,,,
Jarrett Jack,6300000,2014-15,,,,,
Pau Gasol,7128000,2014-15,,,,,
David Stockton,29843,2014-15,,,,,
Channing Frye,8175476,2014-15,,,,,
Ed Davis,981084,2014-15,,,,,
Elijah Millsap,241731,2014-15,,,,,
Kobe Bryant,23500000,2014-15,,,,,
Isaiah Thomas,7238606,2014-15,,,,,
Brandon Bass,6900000,2014-15,,,,,
James Jones,1448490,2014-15,,,,,
Nikola Vucevic,2751260,2014-15,,,,,
Markieff Morris,2989239,2014-15,,,,,
Ricky Ledo,96056,2014-15,,,,,
Sebastian Telfair,915243,2014-15,,,,,
Wilson Chandler,6757913,2014-15,,,,,
Andrew Bogut,12972973,2014-15,,,,,
Steve Novak,3445946,2014-15,,,,,
Caron Butler,4500000,2014-15,,,,,
Chris Bosh,20644400,2014-15,,,,,
Jeff Adrien,981084,2014-15,,,,,
Kevin Seraphin,3898692,2014-15,,,,,
Joe Johnson,23180790,2014-15,,,,,
Bojan Bogdanovic,3278000,2014-15,,,,,
Jonas Jerebko,4500000,2014-15,,,,,
DeMarre Carroll,2442455,2014-15,,,,,
Kenyon Martin,414551,2014-15,,,,,
Hollis Thompson,816482,2014-15,,,,,
Dorell Wright,3150000,2014-15,,,,,
Jerami Grant,884879,2014-15,,,,,
